id,title,genres,overview,keywords,vote_average,year
6964,Something's Gotta Give,Drama Comedy Romance,"Harry Sanborn is an aged music industry exec with a fondness for younger women like Marin, his latest trophy girlfriend. Things get a little awkward when Harry suffers a heart attack at the home of Marin's mother, Erica. Left in the care of Erica and his doctor, a love triangle starts to take shape.",age difference ladykiller woman director,6.3,2003
11324,Shutter Island,Drama Thriller Mystery,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by his troubling visions and also by a mysterious doctor.",based on novel island hurricane investigation psychiatric hospital u.s. marshal conspiracy theory 1950s,7.8,2010
12193,Four Christmases,Comedy Romance Drama,"Brad and Kate have made something of an art form out of avoiding their families during the holidays, but this year their foolproof plan is about go bust -- big time. Stuck at the city airport after all departing flights are canceled, the couple is embarrassed to see their ruse exposed to the world by an overzealous television reporter. Now, Brad and Kate are left with precious little choice other than to swallow their pride and suffer the rounds.",holiday romantic comedy dysfunctional family christmas,5.3,2008
9928,Robots,Animation Comedy Family Science Fiction,"Rodney Copperbottom is a young robot inventor who dreams of making the world a better place, until the evil Ratchet takes over Big Weld Industries. Now, Rodney's dreams – and those of his friends – are in danger of becoming obsolete.",inventor business man robot dishonesty,6.0,2005
754,Face/Off,Action Crime Science Fiction Thriller,"An antiterrorism agent goes under the knife to acquire the likeness of a terrorist and gather details about a bombing plot. When the terrorist escapes custody, he undergoes surgery to look like the agent so he can get close to the agent's family.",undercover mexican standoff biological weapon face transplant rage and hate fistfight hostility revenge deception tragedy shootout hospital boat chase los angeles explosion extreme violence fbi agent prison escape criminal gang flashback golden gun arch villain bullet ballet,6.8,1997
10202,Bedtime Stories,Fantasy Comedy Family Romance,Skeeter Bronson is a down-on-his-luck guy who's always telling bedtime stories to his niece and nephew. But his life is turned upside down when the fantastical stories he makes up for entertainment inexplicably turn into reality. Can a bewildered Skeeter manage his own unruly fantasies now that the outrageous characters and situations from his mind have morphed into actual people and events?,wishes come true escapade disorder imaginary miraculous event imaginary kingdom life turned upside down nothing goes right,5.9,2008
4147,Road to Perdition,Thriller Crime Drama,"Mike Sullivan works as a hit man for crime boss John Rooney. Sullivan views Rooney as a father figure, however after his son is witness to a killing, Mike Sullivan finds himself on the run in attempt to save the life of his son and at the same time looking for revenge on those who wronged him.",based on graphic novel homework shot in the chin soft boiled egg learning to drive spoiled son scarred face thompson sub machine gun frost on a window cauterizing a wound liberty half dollar,7.3,2002
50546,Just Go with It,Romance Comedy,"A plastic surgeon, romancing a much younger schoolteacher, enlists his loyal assistant to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, the assistant's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives.",beach fictitious marriage blackmail plastic surgery marriage love beautiful woman kids and family,6.3,2011
1701,Con Air,Action Thriller Crime,"When the government puts all its rotten criminal eggs in one airborne basket, it's asking for trouble. Before you can say, ""Pass the barf bag,"" the crooks control the plane, led by creepy Cyrus ""The Virus"" Grissom. Watching his every move is the just-released Cameron Poe, who'd rather reunite with his family.",prison ambush helicopter airport gas station undercover mexican standoff bravery hijacking escape shootout u.s. marshal las vegas explosion brutality violence convict desert war hero dea agent motorcycle chase,6.5,1997
13027,Eagle Eye,Mystery Thriller Action,"Jerry Shaw and Rachel Holloman are two strangers whose lives are suddenly thrown into turmoil by a mysterious woman they have never met. Threatening their lives and family, the unseen caller uses everyday technology to control their actions and push them into increasing danger. As events escalate, Jerry and Rachel become the country's most-wanted fugitives and must figure out what is happening to them.",artificial intelligence washington d.c. secret identity hostage technology fbi pentagon twin brother fbi agent,6.3,2008
2289,Cold Mountain,Drama,"In this classic story of love and devotion set against the backdrop of the American Civil War, a wounded Confederate soldier named W.P. Inman deserts his unit and travels across the South, aiming to return to his young wife, Ada, who he left behind to tend their farm. As Inman makes his perilous journey home, Ada struggles to keep their home intact with the assistance of Ruby, a mysterious drifter sent to help her by a kindly neighbor.",loss of lover loss of family deserter loss of father love of one's life,6.7,2003
20504,The Book of Eli,Action Thriller Science Fiction,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",book post-apocalyptic dystopia faith blind,6.6,2010
9574,Flubber,Comedy Family Science Fiction,"Professor Phillip Brainard, an absent minded professor, works with his assistant Weebo, trying to create a substance that's a new source of energy and that will save Medfield College where his sweetheart Sara is the president. He has missed his wedding twice, and on the afternoon of his third wedding, Professor Brainard creates flubber, which allows objects to fly through the air.",wedding vows inventor slime green flight mad scientist wedding,5.3,1997
11618,The Haunting,Horror Thriller Fantasy Mystery,"Dr. David Marrow invites Nell Vance, and Theo and Luke Sanderson to the eerie and isolated Hill House to be subjects for a sleep disorder study. The unfortunate guests discover that Marrow is far more interested in the sinister mansion itself – and they soon see the true nature of its horror.",based on novel trauma castle haunted house insomnia bone poster painting remake haunting child labor audio recording spiral staircase evil loner researcher insomniac paranormal activity logbook  strange noise spook cherub,5.2,1999
2300,Space Jam,Animation Comedy Drama Family Fantasy,"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.",sport basketball doctor basketball team basketball game referee basketball court tweety bird speedy gonzales cartoon chicken sylvester the cat cartoon reality crossover basketball hoop cartoon skunk,6.5,1996
12096,The Pink Panther,Action Comedy Crime Mystery Family,"When the coach of the France soccer team is killed by a poisoned dart in the stadium in the end of a game, and his expensive and huge ring with the diamond Pink Panther disappears, the ambitious Chief Inspector Dreyfus assigns the worst police inspector Jacques Clouseau to the case.",robbery investigation inspector killer clouseau pink panther murder hunt,5.6,2006
10200,The Day the Earth Stood Still,Drama Science Fiction Thriller,"A representative of an alien race that went through drastic evolution to survive its own climate change, Klaatu comes to Earth to assess whether humanity can prevent the environmental damage they have inflicted on their own planet. When barred from speaking to the United Nations, he decides humankind shall be exterminated so the planet can survive.",extraterrestrial technology spacecraft ultimatum evacuation panic government remake ufo alien end of the world giant robot tank social commentary power outage interrogation environmentalism threat alien contact central park messenger nanobots disintegration,5.2,2008
8834,Conspiracy Theory,Action Drama Mystery Thriller,"A man obsessed with conspiracy theories becomes a target after one of his theories turns out to be true. Unfortunately, in order to save himself, he has to figure out which theory it is.",new york cia helicopter assassin secret obsession taxi driver fbi paranoia wheelchair chase theory politics government control cover-up murder suspense conspiracy torture flashback target geronimo newsletter,6.5,1997
228150,Fury,War Drama Action,"Last months of World War II in April 1945. As the Allies make their final push in the European Theater, a battle-hardened U.S. Army sergeant in the 2nd Armored Division named Wardaddy commands a Sherman tank called ""Fury"" and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",world war ii nazis war nazi germany panzer tank,7.4,2014
6068,Six Days Seven Nights,Action Adventure Comedy Romance,"When Quinn, a grouchy pilot living the good life in the South Pacific, agrees to transfer a savvy fashion editor, Robin, to Tahiti, he ends up stranded on a deserted island with her after their plane crashes. The pair avoid each other at first, until they're forced to team up to escape from the island -- and some pirates who want their heads.",overleven family guy,5.6,1998
41515,Yogi Bear,Comedy Family Animation Adventure,"Jellystone Park has been losing business, so greedy Mayor Brown decides to shut it down and sell the land. That means families will no longer be able to experience the natural beauty of the outdoors -- and, even worse, Yogi and Boo Boo will be tossed out of the only home they've ever known. Faced with his biggest challenge ever, Yogi must prove that he really is ""smarter than the average bear"" as he and Boo Boo join forces with their old nemesis Ranger Smith to find a way to save Jellystone Park from closing forever.",picnic sandwich bear 3d yogi,5.2,2010
9023,Spirit: Stallion of the Cimarron,Western Animation Adventure Comedy Family,"As a wild stallion travels across the frontiers of the Old West, he befriends a young human and finds true love with a mare.",human being freedom mustang rivalry wildlife animation cavalry indian war eyebrow wild horse,7.4,2002
38317,Zookeeper,Comedy Romance Family,"A comedy about a zookeeper who might be great with animals, but he doesn't know anything about the birds and the bees. The man can't find love, so he decides to quit his job at the zoo, but his animal friends try to stop him and teach him that Mother Nature knows best when it comes to love.",talking animal scientist german accent ostrich monkey bullfrog car dealership duringcreditsstinger,5.3,2011
2157,Lost in Space,Adventure Family Science Fiction,"The prospects for continuing life on Earth in the year 2058 are grim. So the Robinsons are launched into space to colonize Alpha Prime, the only other inhabitable planet in the galaxy. But when a stowaway sabotages the mission, the Robinsons find themselves hurtling through uncharted space.",time travel sabotage deep space explorer,5.0,1998
14462,The Manchurian Candidate,Drama Thriller Mystery,"When his army unit was ambushed during the first Gulf War, Sergeant Raymond Shaw saved his fellow soldiers just as his commanding officer, then-Captain Ben Marco, was knocked unconscious. Brokering the incident for political capital, Shaw eventually becomes a vice-presidential nominee, while Marco is haunted by dreams of what happened -- or didn't happen -- in Kuwait. As Marco (now a Major) investigates, the story begins to unravel, to the point where he questions if it happened at all. Is it possible the entire unit was kidnapped and brainwashed to believe Shaw is a war hero as part of a plot to seize the White House? Some very powerful people at Manchurian Global corporation appear desperate to stop him from finding out.",senator gulf war canoe kuwait conspiracy war hero u.s. congress implant,6.2,2004
161795,Déjà Vu,Romance Drama,"L.A. shop owner Dana and Englishman Sean meet and fall in love at first sight, but Sean is married and Dana is to marry her business partner Alex.",love american pin stranger ruby,8.0,1998
159824,Hotel Transylvania 2,Animation Comedy Family,"When the old-old-old-fashioned vampire Vlad arrives at the hotel for an impromptu family get-together, Hotel Transylvania is in for a collision of supernatural old-school and modern day cool.",transylvania hotel witch technology magic mummy dracula skeleton only child backpacker marriage frankenstein wolfman zombie moving out invisible man new life,6.7,2015
49948,Fantasia 2000,Animation Family Music,"Blending lively music and brilliant animation, this sequel to the original 'Fantasia' restores 'The Sorcerer's Apprentice' and adds seven new shorts.",orchestra musical segments,7.0,1999
2135,The Time Machine,Science Fiction Adventure Action,"Hoping to alter the events of the past, a 19th century inventor instead travels 800,000 years into the future, where he finds humankind divided into two warring races.",future time machine,5.8,2002
9822,Mighty Joe Young,Action Adventure Family Fantasy,"As a child living in Africa, Jill Young saw her mother killed while protecting wild gorillas from poachers led by Andrei Strasser. Now an adult, Jill cares for an orphaned gorilla named Joe -- who, due to a genetic anomaly, is 15 feet tall. When Gregg O'Hara arrives from California and sees the animal, he convinces Jill that Joe would be safest at his wildlife refuge. But Strasser follows them to the U.S., intent on capturing Joe for himself.",gorilla dying and death,5.9,1998
9705,Swordfish,Action Crime Thriller,"Rogue agent Gabriel Shear is determined to get his mitts on $9 billion stashed in a secret Drug Enforcement Administration account. He wants the cash to fight terrorism, but lacks the computer skills necessary to hack into the government mainframe. Enter Stanley Jobson, a n'er-do-well encryption expert who can log into anything.",female nudity hacker terrorism violence ex-con wire los angeles international airport (lax) misdirection aftercreditsstinger,6.1,2001
1656,The Legend of Zorro,Action Adventure,"Having spent the last 10 years fighting injustice and cruelty, Alejandro de la Vega is now facing his greatest challenge: his loving wife Elena has thrown him out of the house!  Elena has filed for divorce and found comfort in the arms of Count Armand, a dashing French aristocrat.  But Alejandro knows something she doesn't: Armand is the evil mastermind behind a terrorist plot to destroy the United States.  And so, with his marriage and the county's future at stake, it's up to Zorro to save two unions before it's too late.",california spy father son relationship mexico hero marriage crisis sword fight divorce american civil war,5.9,2005
12159,What Dreams May Come,Drama Fantasy Romance,"Chris Neilson dies to find himself in a heaven more amazing than he could have ever dreamed of. There is one thing missing: his wife. After he dies, his wife, Annie killed herself and went to hell. Chris decides to risk eternity in hades for the small chance that he will be able to bring her back to heaven.",paradise soul underworld heaven painting hell afterlife spiritism,6.8,1998
9678,Little Nicky,Comedy Fantasy Romance,"After the lord of darkness decides he will not cede his thrown to any of his three sons, the two most powerful of them escape to Earth to create a kingdom for themselves. This action closes the portal filtering sinful souls to Hell and causes Satan to wither away. He must send his most weak but beloved son, Little Nicky, to Earth to return his brothers to Hell.",father son relationship brother sister relationship mephisto bulldogg,5.2,2000
4442,The Brothers Grimm,Adventure Fantasy Action Comedy Thriller,"Folklore collectors and con artists, Jake and Will Grimm, travel from village to village pretending to protect townsfolk from enchanted creatures and performing exorcisms. However, they are put to the test  when they encounter a real magical curse in a haunted forest with real magical beings, requiring genuine courage.",brother brother relationship literature aftercreditsstinger,5.6,2005
75,Mars Attacks!,Comedy Fantasy Science Fiction,"'We come in peace' is not what those green men from Mars mean when they invade our planet, armed with irresistible weapons and a cruel sense of humor.  This star studded cast must play victim to the alien’s fun and games in this comedy homage to science fiction films of the '50s and '60s.",saving the world total destruction white house mars usa president cataclysm lasergun ambassador congress pest flying saucer,6.1,1996
330770,Evolution,Mystery Drama Horror,11-year-old Nicolas lives with his mother in a seaside housing estate. The only place that ever sees any activity is the hospital. It is there that all the boys from the village are forced to undergo strange medical trials that attempt to disrupt the phases of evolution.,nurse sea beach boy pregnant blood woman director,6.4,2015
9433,The Edge,Action Adventure Drama,"The plane carrying wealthy Charles Morse crashes down in the Alaskan wilderness. Together with the two other passengers, photographer Robert and assistant Stephen, Charles devises a plan to help them reach civilization. However, his biggest obstacle might not be the elements, or even the Kodiak bear stalking them -- it could be Robert, whom Charles suspects is having an affair with his wife and would not mind seeing him dead.",photographer grizzly bear wilderness airplane supermodel emergency landing suspense survival bear animal horror,6.7,1997
19959,Surrogates,Action Science Fiction Thriller,"Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates.",clone dystopia,5.9,2009
11973,Thirteen Days,Drama Thriller,"Dramatisation of the Cuban Missile Crisis, the nuclear standoff with the USSR sparked by the discovery by the Americans of missle bases established on the Soviet allied island of Cuba. Shown from the perspective of the US President, John F Kennedy, his staff and advisors.",usa president atomic bomb john f. kennedy kubakrise threat,6.9,2000
11228,Daylight,Action Adventure Thriller,A group of armed robbers fleeing the police head for the New Jersey Tunnel and run right into trucks transporting toxic waste. The spectacular explosion that follows results in both ends of the tunnel collapsing and the handful of people who survived the explosion are now in peril. Kit Latura is the only man with the skill and knowledge to lead the band of survivors out of the tunnel before the structure collapses.,taxi new jersey helicopter river hero taxi driver race against time guard survival disaster new york city explosion power outage dog trapped flood tunnel christmas trapped underground action hero,5.8,1996
77951,Walking With Dinosaurs,Animation Family Adventure,"Walking with Dinosaurs 3D is a film depicting life-like 3D dinosaur characters set in photo-real landscapes that transports audiences to the prehistoric world as it existed 70 million years ago. The film is based on the 1999 documentary television miniseries Walking with Dinosaurs, produced by the BBC. Walking with Dinosaurs 3D is being produced by Evergreen Studios, the company that produced Happy Feet, and it is was released on October 11, 2013.",dinosaur 3d,5.2,2013
5491,Battlefield Earth,Action Science Fiction War,"In the year 3000, man is no match for the Psychlos, a greedy, manipulative race of aliens on a quest for ultimate profit. Led by the powerful Terl, the Psychlos are stripping Earth clean of its natural resources, using the broken remnants of humanity as slaves. What is left of the human race has descended into a near primitive state. After being captured, it is up to Tyler to save mankind.",based on novel post-apocalyptic dystopia mining fighter jet alien invasion scientology cavemen bureaucrat city ruin,3.0,2000
10715,Looney Tunes: Back in Action,Animation Comedy Family,"Bugs Bunny and Daffy Duck are up to their feuding ways again. Tired of playing second fiddle to Bugs, Daffy has decided to leave the Studio for good. He is aided by Warner Bros.' humor impaired Vice President of Comedy, Kate Houghton, who releases him from his contract and instructs WB security guard/aspiring stunt man DJ Drake to capture and ""escort"" Daffy off the studio lot.",spy duck bunny wretch film industry live action and animation,5.6,2003
10197,Nine,Drama Music Romance,"Arrogant, self-centered movie director Guido Contini finds himself struggling to find meaning, purpose, and a script for his latest film endeavor. With only a week left before shooting begins, he desperately searches for answers and inspiration from his wife, his mistress, his muse, and his mother.",memory sidewalk cafe room key driving a car coastline stairway search for meaning sequins singing photograph sliding down a pole costume designer duringcreditsstinger 1960s,5.1,2009
9562,Timeline,Action Adventure Science Fiction,A group of archaeological students become trapped in the past when they go there to retrieve their professor. The group must survive in 14th century France long enough to be rescued.,professor time travel quantum mechanics hundred years' war excavation la roque knight medieval times,5.4,2003
9922,The Postman,Drama Adventure,"In 2013 there are no highways, no I-ways, no dreams of a better tomorrow, only scattered survivors across what was once the Unites States. Into this apocalyptic wasteland comes an enigmatic drifter with a mule, a knack for Shakespeare and something yet undiscovered: the power to inspire hope.",usa post postman army apocalypse,6.1,1997
9447,Babe: Pig in the City,Adventure Comedy Drama Family Fantasy,"Babe, fresh from his victory in the sheepherding contest, returns to Farmer Hoggett's farm, but after Farmer Hoggett is injured and unable to work, Babe has to go to the big city to save the farm.",piggy bank shortage of money pig farm piglet talking animal talking dog dog chimpanzee talking pig,5.2,1998
274854,The Last Witch Hunter,Fantasy Action Adventure,"The modern world holds many secrets, but by far the most astounding is that witches still live among us; vicious supernatural creatures intent on unleashing the Black Death upon the world and putting an end to the human race once and for all. Armies of witch hunters have battled this unnatural enemy for centuries, including Kaulder, a valiant warrior who many years ago slayed the all-powerful Witch Queen, decimating her followers in the process. In the moments right before her death, the Queen cursed Kaulder with immortality, forever separating him from his beloved wife and daughter. Today, Kaulder is the last living hunter who has spent his immortal life tracking down rogue witches, all the while yearning for his long-lost family.",new york witch uprising witch hunter,5.7,2015
8870,Red Planet,Thriller Action Science Fiction,"Astronauts search for solutions to save a dying Earth by searching on Mars, only to have the mission go terribly awry.",mars future astronaut science catastrophe,5.4,2000
9992,Arthur and the Invisibles,Adventure Fantasy Animation Family,"Arthur is a spirited ten-year old whose parents are away looking for work, whose eccentric grandfather has been missing for several years, and who lives with his grandmother in a country house that, in two days, will be repossessed, torn down, and turned into a block of flats unless Arthur's grandfather returns to sign some papers and pay off the family debt. Arthur discovers that the key to success lies in his own descent into the land of the Minimoys, creatures no larger than a tooth, whom his grandfather helped relocate to their garden. Somewhere among them is hidden a pile of rubies, too. Can Arthur be of stout heart and save the day? Romance beckons as well, and a villain lurks.",grandfather grandson relationship wretch treasure hunt disappearance family fantasy world,6.0,2006
36970,Oceans,Documentary Family,"An ecological drama/documentary, filmed throughout the globe. Part thriller, part meditation on the vanishing wonders of the sub-aquatic world.",ocean sea fish whale duringcreditsstinger,7.3,2009
10077,A Sound of Thunder,Thriller Science Fiction Adventure Action,"When a hunter sent back to the prehistoric era runs off the path he must not leave, he causes a chain reaction that alters history in disastrous ways.",dying and death time travel romance dinosaur,4.8,2005
76649,Pompeii,Action Adventure History Romance Drama,"Set in 79 A.D., POMPEII tells the epic story of Milo, a slave turned invincible gladiator who finds himself in a race against time to save his true love Cassia, the beautiful daughter of a wealthy merchant who has been unwillingly betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts in a torrent of blazing lava, Milo must fight his way out of the arena in order to save his beloved as the once magnificent Pompeii crumbles around him.",gladiator arena gladiator fight lava roman forbidden love natural disaster epic disaster slave town in panic vulcan volcanic eruption pompeii 3d,5.2,2014
293644,Top Cat Begins,Comedy Animation,Top Cat has arrived to charm his way into your hearts! Ever wonder how this scheming feline got his start? Well Top Cat Begins reveals the origins of everything you know and love about this classic comedy hero. What follows is an adventure so crazy that it has to be seen to be believed!,3d,5.3,2015
453,A Beautiful Mind,Drama Romance,"At Princeton University, John Nash struggles to make a worthwhile contribution to serve as his legacy to the world of mathematics. He finally makes a revolutionary breakthrough that will eventually earn him the Nobel Prize. After graduate school he turns to teaching, becoming romantically involved with his student Alicia. Meanwhile the government asks his help with breaking Soviet codes, which soon gets him involved in a terrifying conspiracy plot. Nash grows more and more paranoid until a discovery that turns his entire world upside down. Now it is only with Alicia's help that he will be able to recover his mental strength and regain his status as the great mathematician we know him as today..",individual schizophrenia massachusetts love of one's life intelligence mathematician market economy economic theory princeton university nobel prize mathematical theorem m.i.t. mathematics delusion,7.7,2001
8587,The Lion King,Family Animation Drama,A young lion cub named Simba can't wait to be king. But his uncle craves the title for himself and will stop at nothing to get it.,loss of parents wild boar uncle shaman redemption king scar hyena meerkat,8.0,1994
72545,Journey 2: The Mysterious Island,Adventure Action Science Fiction,"Sean Anderson partners with his mom's boyfriend on a mission to find his grandfather, who is thought to be missing on a mythical island.",mission mysterious island missing person duringcreditsstinger 3d,5.8,2012
109451,Cloudy with a Chance of Meatballs 2,Animation Family Comedy,"After the disastrous food storm in the first film, Flint and his friends are forced to leave the town. Flint accepts the invitation from his idol Chester V to join The Live Corp Company, which has been tasked to clean the island, and where the best inventors in the world create technologies for the betterment of mankind. When Flint discovers that his machine still operates and now creates mutant food beasts like living pickles, hungry tacodiles, shrimpanzees and apple pie-thons, he and his friends must return to save the world.",inventor food scientist,6.4,2013
9533,Red Dragon,Crime Thriller Horror,"Former FBI Agent Will Graham, who was once almost killed by the savage Hannibal 'The Cannibal' Lecter, now has no choice but to face him again, as it seems Lecter is the only one who can help Graham track down a new serial killer.",psychopath serial killer fbi agent,6.7,2002
2023,Hidalgo,Western Adventure,"Set in 1890, this is the story of a Pony Express courier who travels to Arabia to compete with his horse, Hidalgo, in a dangerous race for a massive contest prize, in an adventure that sends the pair around the world...",horse race horse racehorse,6.5,2004
71880,Jack and Jill,Comedy,"Jack Sadelstein, a successful advertising executive in Los Angeles with a beautiful wife and kids, dreads one event each year: the Thanksgiving visit of his twin sister Jill. Jill's neediness and passive-aggressiveness is maddening to Jack, turning his normally tranquil life upside down.",duringcreditsstinger,4.1,2011
584,2 Fast 2 Furious,Action Crime Thriller,"It's a major double-cross when former police officer Brian O'Conner teams up with his ex-con buddy Roman Pearce to transport a shipment of ""dirty"" money for shady Miami-based import-export dealer Carter Verone. But the guys are actually working with undercover agent Monica Fuentes to bring Verone down.",miami car race sports car los angeles car automobile racing,6.2,2003
309809,The Little Prince,Adventure Animation Fantasy,"Based on the best-seller book 'The Little Prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. Everything will change when accidentally she discovers her neighbor that will tell her about the story of the Little Prince that he once met.",philosophy utopia airplane adventure dystopia little boy growing up neighbor mother daughter relationship school old man little girl crazy based on children's book story social differences 3d,7.6,2015
4858,The Invasion,Science Fiction Thriller,"Washington, D.C. psychologist Carol Bennell and her colleague Dr. Ben Driscoll are the only two people on Earth who are aware of an epidemic running rampant through the city. They discover an alien virus aboard a crashed space shuttle that transforms anyone who comes into contact with it into unfeeling drones while they sleep. Carol realizes her son holds the key to stopping the spread of the plague and she races to find him before it is too late.",remake alien escape alien invasion alien infection sleeping doppelganger news report text messaging siren contamination,5.7,2007
17711,The Adventures of Rocky & Bullwinkle,Action Adventure Animation Comedy Family,"Rocky and Bullwinkle have been living off the finances made from the reruns of their cartoon show. Boris and Natasha somehow manage to crossover into reality and team up with Fearless Leader, an evil criminal turned media mogul with some evil plans up his sleeve. Rocky and Bullwinkle must stop the three of them before they wreak havoc.",adventure cartoon comedy breaking the fourth wall talking to the camera road movie celebrity cameo,3.9,2000
328111,The Secret Life of Pets,Animation Family,"The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.","pet bunny anthropomorphism dog animal apartment building sewer terrier manhattan, new york city rodent mongrel",5.9,2016
8698,The League of Extraordinary Gentlemen,Fantasy Action Thriller Science Fiction,"To prevent a world war from breaking out, famous characters from Victorian literature band together to do battle against a cunning villain.",saving the world vampire bite men invisible man captain nemo allan quatermain venezia immortal,5.7,2003
93456,Despicable Me 2,Animation Comedy Family,Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,secret agent bakery falling in love father daughter relationship duringcreditsstinger first date minions 3d,7.0,2013
602,Independence Day,Action Adventure Science Fiction,"On July 2, a giant alien mothership enters orbit around Earth and deploys several dozen saucer-shaped 'destroyer' spacecraft that quickly lay waste to major cities around the planet. On July 3, the United States conducts a coordinated counterattack that fails. On July 4, a plan is devised to gain access to the interior of the alien mothership in space, in order to plant a nuclear missile.",spacecraft patriotism countdown independence invasion war ufo extraterrestrial spaceship alien battle,6.7,1996
330,The Lost World: Jurassic Park,Adventure Action Science Fiction,"Four years after Jurassic Park's genetically bred dinosaurs ran amok, multimillionaire John Hammond shocks chaos theorist Ian Malcolm by revealing that Hammond has been breeding more beasties at a secret location. Malcolm, his paleontologist ladylove and a wildlife videographer join an expedition to document the lethal lizards' natural behavior in this action-packed thriller.",exotic island dna paleontology tyrannosaurus rex velociraptor san diego dinosaur jurassic park animal horror,6.2,1997
953,Madagascar,Family Animation,"Zoo animals leave the comforts of man-made habitats for exotic adventure in this animated family film. After escaping from the zoo, four friends -- a lion, a hippo, a zebra and a giraffe -- are sent back to Africa. When their ship capsizes, stranding them on Madagascar, an island populated by crazy critters, the pals must adapt to jungle life and their new roles as wild animals.",lion hippopotamus giraffe penguin zebra,6.6,2005
9693,Children of Men,Drama Action Thriller Science Fiction,"In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind.",police state hippie rebel miracle future dystopia chaos aging childlessness faith survival birth dying,7.4,2006
36657,X-Men,Adventure Action Science Fiction,"Two mutants, Rogue and Wolverine, come to a private academy for their kind whose resident superhero team, the X-Men, must oppose a terrorist organization with similar powers.",mutant marvel comic superhero based on comic book superhuman,6.8,2000
8909,Wanted,Action Thriller Crime,"Doormat Wesley Gibson discovers that his recently murdered father – who Wesley never knew – belonged to a secret guild of assassins. After a leather-clad sexpot drafts Wesley into the society, he hones his innate killing skills and turns avenger.",assassin loss of father secret society mission of murder revenge,6.4,2008
9802,The Rock,Action Adventure Thriller,"A group of renegade marine commandos seizes a stockpile of chemical weapons and takes over Alcatraz, with 81 tourists as hostages. Their leader demands $100 million to be paid, as restitution to families of Marines who died in covert ops – or he will launch 15 rockets carrying deadly VX gas into the San Francisco Bay area.",san francisco fbi gas attack alcatraz hostage situation fbi agent,6.9,1996
950,Ice Age: The Meltdown,Animation Family Comedy Adventure,"Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.",mammoth sloth ice age barrier ice ice melting iceberg flooding adventure lovers deluge saber-toothed tiger,6.5,2006
1824,50 First Dates,Comedy Romance,"Henry is a player skilled at seducing women. But when this veterinarian meets Lucy, a girl with a quirky problem when it comes to total recall, he realizes it's possible to fall in love all over again…and again, and again. That's because the delightful Lucy has no short-term memory, so Henry must woo her day after day until he finally sweeps her off her feet.",deja vu amnesia hawaii ladykiller romantic comedy,6.6,2004
2976,Hairspray,Family Comedy Music Romance,"Pleasantly plump teenager, Tracy Turnblad and her best friend, Penny Pingleton audition to be on The Corny Collins Show – and Tracy wins. But when scheming Amber Von Tussle and her mother plot to destroy Tracy, it turns to chaos.",races dream dance television tv show race politics coloured music equality school party performance integration overweight woman duel based on stage musical xenophobia based on film 1960s,6.5,2007
11026,Exorcist: The Beginning,Horror Mystery Thriller,"Having lived through traumatizing events during WWII, Father Lankester Merrin takes a sabbatical from the Church to conduct archaeological excavations in British-administered East Africa. Merrin unearths an ancient Byzantine church believed have been built and then immediately buried to keep down evil from the crypt below. The natives are convinced that uncovering the church has unleashed a demon, and begin to violently clash with the British military troops. As the village rapidly disintegrates into chaos and war, Merrin must face-off with the demon which has taken possession of somebody close to him.",secret obsession exorcism remake priest good vs evil paganism devil archaeologist demonic possession relic crisis of faith archaeological dig,4.7,2004
332,Inspector Gadget,Action Adventure Comedy Family,"John Brown is a bumbling but well-intentioned security guard who is badly injured in an explosion planned by an evil mastermind. He is taken to a laboratory, where Brenda, a leading robotics surgeon, replaces his damaged limbs with state-of-the-art gadgets and tools. Named ""Inspector Gadget"" by the press, John -- along with his niece, Penny, and her trusty dog, Brain -- uses his new powers to discover who was behind the explosion.",gadget,4.3,1999
75656,Now You See Me,Thriller Crime,An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,paris bank secret fbi vault magic new orleans investigation heist conspiracy money escape new york city las vegas explosion,7.3,2013
