user_id,movie_id,rating,title
100,316,5,As Good As It Gets
374,977,1,"Substitute, The"
249,684,4,In the Line of Fire
145,346,5,Jackie Brown
379,705,4,Singin' in the Rain
184,70,4,Four Weddings and a Funeral
94,657,5,"Manchurian Candidate, The"
178,520,5,"Great Escape, The"
303,1088,2,Double Team
21,774,2,"Prophecy, The"
328,1042,3,Just Cause
276,276,4,Leaving Las Vegas
77,50,4,Star Wars
237,183,5,Alien
5,389,1,Black Beauty
234,54,2,Outbreak
22,502,4,Bananas
226,283,2,Emma
199,678,1,Volcano
148,357,5,One Flew Over the Cuckoo's Nest
326,612,2,Lost Horizon
59,562,4,"Quick and the Dead, The"
94,206,4,Akira
109,520,5,"Great Escape, The"
329,276,4,Leaving Las Vegas
321,50,4,Star Wars
174,655,5,Stand by Me
144,73,3,Maverick
56,186,3,"Blues Brothers, The"
87,568,5,Speed
269,387,3,"Age of Innocence, The"
201,340,5,Boogie Nights
165,419,4,Mary Poppins
191,270,3,Gattaca
190,628,4,Sleepers
5,411,1,"Nutty Professor, The"
169,308,3,FairyTale: A True Story
303,288,4,Scream
69,151,5,Willy Wonka and the Chocolate Factory
145,1040,1,Two if by Sea
279,490,3,To Catch a Thief
1,108,5,Kids in the Hall: Brain Candy
253,173,5,"Princess Bride, The"
77,265,3,"Hunt for Red October, The"
283,216,4,When Harry Met Sally...
224,1085,1,Carried Away
336,117,3,"Rock, The"
378,1284,2,Before and After
174,118,2,Twister
296,98,5,"Silence of the Lambs, The"
130,210,5,Indiana Jones and the Last Crusade
1,262,3,In the Company of Men
89,949,3,How to Make an American Quilt
58,204,4,Back to the Future
263,1473,5,"Little Princess, The"
92,273,4,Heat
67,743,4,"Crow: City of Angels, The"
311,627,4,Robin Hood: Prince of Thieves
234,727,3,Immortal Beloved
351,1316,4,"Horse Whisperer, The"
90,433,3,Heathers
194,1220,3,Higher Learning
222,819,2,Eddie
311,510,4,"Magnificent Seven, The"
59,1065,5,Koyaanisqatsi
195,421,4,William Shakespeare's Romeo and Juliet
145,44,5,Dolores Claiborne
38,1014,5,Romy and Michele's High School Reunion
186,71,5,"Lion King, The"
82,109,1,Mystery Science Theater 3000: The Movie
264,436,3,"American Werewolf in London, An"
361,949,4,How to Make an American Quilt
200,173,5,"Princess Bride, The"
279,405,3,Mission: Impossible
7,505,3,Dial M for Murder
121,235,1,Mars Attacks!
301,380,4,Star Trek: Generations
380,176,3,Aliens
332,7,4,Twelve Monkeys
316,71,1,"Lion King, The"
7,266,4,Kull the Conqueror
293,2,3,GoldenEye
18,792,5,Bullets Over Broadway
166,258,4,Contact
373,849,3,Days of Thunder
177,195,4,"Terminator, The"
254,15,3,Mr. Holland's Opus
328,100,5,Fargo
344,111,4,"Truth About Cats & Dogs, The"
223,118,2,Twister
189,607,4,Rebecca
183,250,2,"Fifth Element, The"
276,1110,3,Tank Girl
194,509,3,My Left Foot
267,1073,5,Shallow Grave
313,182,4,GoodFellas
10,498,5,"African Queen, The"
276,69,4,Forrest Gump
60,729,4,Nell
264,203,2,Unforgiven
116,531,2,Shine
62,121,4,Independence Day
345,313,4,Titanic
126,322,3,Murder at 1600
90,423,5,E.T. the Extra-Terrestrial
227,117,2,"Rock, The"
271,713,4,Othello
25,269,4,"Full Monty, The"
361,1041,2,Forget Paris
85,971,3,Mediterraneo
346,780,2,Dumb & Dumber
338,56,3,Pulp Fiction
363,433,4,Heathers
217,1303,2,"Getaway, The"
159,245,5,"Devil's Own, The"
141,748,3,"Saint, The"
49,122,2,"Cable Guy, The"
365,813,5,"Celluloid Closet, The"
373,25,4,"Birdcage, The"
301,67,2,Ace Ventura: Pet Detective
149,312,1,Midnight in the Garden of Good and Evil
21,773,3,Mute Witness
357,742,4,Ransom
373,81,2,"Hudsucker Proxy, The"
82,281,3,"River Wild, The"
90,96,4,Terminator 2: Judgment Day
327,198,4,Nikita
268,1157,1,"Relic, The"
374,173,3,"Princess Bride, The"
83,783,4,Milk Money
318,655,4,Stand by Me
216,693,3,Casino
381,582,5,"Piano, The"
333,316,5,As Good As It Gets
21,325,4,Crash
279,195,4,"Terminator, The"
279,24,5,Rumble in the Bronx
349,370,2,Mary Reilly
127,748,5,"Saint, The"
56,95,4,Aladdin
38,71,5,"Lion King, The"
276,879,3,"Peacemaker, The"
374,476,2,"First Wives Club, The"
248,198,5,Nikita
321,8,4,Babe
344,268,3,Chasing Amy
151,602,4,"American in Paris, An"
194,284,3,Tin Cup
375,583,2,Romeo Is Bleeding
380,197,3,"Graduate, The"
381,50,5,Star Wars
103,527,5,Gandhi
268,153,5,"Fish Called Wanda, A"
232,651,3,Glory
88,881,5,Money Talks
11,268,5,Chasing Amy
249,68,5,"Crow, The"
67,276,4,Leaving Las Vegas
177,276,5,Leaving Las Vegas
234,96,2,Terminator 2: Judgment Day
135,33,3,Desperado
345,845,3,That Thing You Do!
332,181,5,Return of the Jedi
346,561,3,Mary Shelley's Frankenstein
11,739,3,Pretty Woman
239,654,5,Chinatown
276,432,5,Fantasia
214,294,3,Liar Liar
330,603,5,Rear Window
363,182,1,GoodFellas
337,631,4,"Crying Game, The"
244,411,4,"Nutty Professor, The"
182,172,5,"Empire Strikes Back, The"
43,393,4,Mrs. Doubtfire
64,447,4,Carrie
116,421,3,William Shakespeare's Romeo and Juliet
257,288,3,Scream
130,4,2,Get Shorty
54,237,4,Jerry Maguire
312,603,5,Rear Window
198,629,4,Victor/Victoria
279,732,3,Dave
320,431,5,Highlander
1,12,5,"Usual Suspects, The"
59,568,5,Speed
257,221,3,Breaking the Waves
329,855,4,Diva
58,1104,2,C'est arrivé près de chez vous
43,486,4,Sabrina
339,42,4,Clerks
344,45,5,Eat Drink Man Woman
92,471,4,Courage Under Fire
200,313,5,Titanic
347,879,3,"Peacemaker, The"
18,732,3,Dave
92,596,2,"Hunchback of Notre Dame, The"
358,1529,3,Underground
87,231,3,Batman Returns
13,118,4,Twister
305,154,4,Monty Python's Life of Brian
212,191,3,Amadeus
41,746,3,Real Genius
192,301,4,In & Out
344,421,2,William Shakespeare's Romeo and Juliet
360,511,5,Lawrence of Arabia
365,124,4,Lone Star
10,164,4,"Abyss, The"
234,847,4,Looking for Richard
271,582,3,"Piano, The"
109,96,5,Terminator 2: Judgment Day
76,150,5,Swingers
59,1113,4,Mrs. Parker and the Vicious Circle
381,212,5,"Unbearable Lightness of Being, The"
5,109,5,Mystery Science Theater 3000: The Movie
279,386,3,Addams Family Values
64,898,2,"Postman, The"
41,435,3,Butch Cassidy and the Sundance Kid
308,843,3,"Shaggy Dog, The"
85,661,4,High Noon
339,516,4,Local Hero
95,510,4,"Magnificent Seven, The"
38,404,5,Pinocchio
347,735,2,Philadelphia
125,270,4,Gattaca
345,295,4,Breakdown
82,1101,4,Six Degrees of Separation
11,722,3,Nine Months
239,79,3,"Fugitive, The"
3,318,4,Schindler's List
56,179,3,"Clockwork Orange, A"
59,195,5,"Terminator, The"
119,930,3,Chain Reaction
295,1135,4,"Doors, The"
347,323,1,Dante's Peak
291,46,4,Exotica
347,216,3,When Harry Met Sally...
337,257,3,Men in Black
87,679,3,Conan the Barbarian
381,281,2,"River Wild, The"
215,451,3,Grease
177,948,2,Booty Call
292,226,4,Die Hard 2
314,1054,1,Mr. Wrong
256,294,3,Liar Liar
90,86,5,"Remains of the Day, The"
267,622,3,Swiss Family Robinson
315,211,4,M*A*S*H
62,209,4,This Is Spinal Tap
125,485,5,My Fair Lady
345,317,4,In the Name of the Father
312,96,5,Terminator 2: Judgment Day
201,68,2,"Crow, The"
253,175,2,Brazil
152,204,4,Back to the Future
271,224,4,Ridicule
313,1066,2,Balto
99,363,4,Sudden Death
326,144,5,Die Hard
26,343,3,Alien: Resurrection
270,553,1,"Walk in the Clouds, A"
206,873,3,Picture Perfect
379,202,5,Groundhog Day
70,527,4,Gandhi
181,978,1,Heaven's Prisoners
94,156,5,Reservoir Dogs
86,1175,5,Hugo Pool
68,288,4,Scream
60,71,3,"Lion King, The"
151,393,2,Mrs. Doubtfire
22,435,5,Butch Cassidy and the Sundance Kid
198,172,4,"Empire Strikes Back, The"
96,474,4,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
305,239,3,Sneakers
301,182,5,GoodFellas
32,866,3,Michael
279,114,5,Wallace & Gromit: The Best of Aardman Animation
10,191,5,Amadeus
279,207,5,Cyrano de Bergerac
321,143,3,"Sound of Music, The"
10,496,5,It's a Wonderful Life
130,134,5,Citizen Kane
26,871,2,Vegas Vacation
13,539,1,Mouse Hunt
49,594,3,Heavy
56,692,4,"American President, The"
318,127,5,"Godfather, The"
159,881,1,Money Talks
130,940,3,Airheads
348,147,5,"Long Kiss Goodnight, The"
243,582,5,"Piano, The"
15,18,1,"White Balloon, The"
85,514,5,Annie Hall
135,379,2,Tales From the Crypt Presents: Demon Knight
286,512,2,Wings of Desire
276,1274,1,Robocop 3
102,239,3,Sneakers
293,871,1,Vegas Vacation
43,161,4,Top Gun
290,622,3,Swiss Family Robinson
176,100,5,Fargo
226,14,5,"Postino, Il"
361,238,4,Raising Arizona
38,383,2,"Flintstones, The"
329,924,3,White Squall
378,65,3,What's Eating Gilbert Grape
26,315,3,Apt Pupil
5,230,3,Star Trek IV: The Voyage Home
269,142,1,Bedknobs and Broomsticks
43,275,4,Sense and Sensibility
297,7,4,Twelve Monkeys
151,735,5,Philadelphia
124,79,3,"Fugitive, The"
23,405,4,Mission: Impossible
373,1135,3,"Doors, The"
327,1141,3,"War Room, The"
188,98,5,"Silence of the Lambs, The"
69,591,3,Primal Fear
345,282,3,"Time to Kill, A"
194,417,2,"Parent Trap, The"
311,187,4,"Godfather: Part II, The"
204,286,3,"English Patient, The"
215,8,2,Babe
18,970,3,Hear My Song
85,283,3,Emma
96,173,3,"Princess Bride, The"
277,302,4,L.A. Confidential
327,25,2,"Birdcage, The"
301,8,4,Babe
33,895,3,Scream 2
118,23,5,Taxi Driver
280,542,3,Pocahontas
280,1479,3,Reckless
201,333,2,"Game, The"
7,570,3,Wyatt Earp
303,164,4,"Abyss, The"
69,748,2,"Saint, The"
73,507,3,"Streetcar Named Desire, A"
296,10,2,Richard III
209,321,4,Mother
94,420,4,Alice in Wonderland
179,310,4,"Rainmaker, The"
188,38,3,"Net, The"
286,1113,3,Mrs. Parker and the Vicious Circle
354,208,4,Young Frankenstein
119,385,5,True Lies
188,77,4,"Firm, The"
184,124,5,Lone Star
268,781,3,French Kiss
125,28,4,Apollo 13
60,489,5,Notorious
220,343,3,Alien: Resurrection
177,196,3,Dead Poets Society
129,307,2,"Devil's Advocate, The"
339,550,2,Die Hard: With a Vengeance
378,289,5,Evita
279,173,5,"Princess Bride, The"
314,105,4,Sgt. Bilko
295,68,4,"Crow, The"
145,105,2,Sgt. Bilko
246,541,3,Mortal Kombat
234,117,2,"Rock, The"
58,182,4,GoodFellas
108,237,3,Jerry Maguire
16,164,5,"Abyss, The"
139,303,5,Ulee's Gold
316,265,3,"Hunt for Red October, The"
337,230,5,Star Trek IV: The Voyage Home
116,332,3,Kiss the Girls
92,376,3,Houseguest
152,241,4,"Last of the Mohicans, The"
168,748,2,"Saint, The"
255,841,1,"Glimmer Man, The"
265,181,2,Return of the Jedi
236,222,4,Star Trek: First Contact
326,659,4,Arsenic and Old Lace
217,258,1,Contact
312,209,3,This Is Spinal Tap
1,14,5,"Postino, Il"
287,591,5,Primal Fear
294,689,3,"Jackal, The"
314,255,5,My Best Friend's Wedding
189,1403,4,Caro Diario
107,300,1,Air Force One
267,250,5,"Fifth Element, The"
344,190,5,Henry V
151,65,4,What's Eating Gilbert Grape
343,367,4,Clueless
10,385,4,True Lies
70,383,2,"Flintstones, The"
109,131,1,Breakfast at Tiffany's
373,399,3,"Three Musketeers, The"
378,1478,3,Dead Presidents
125,64,5,"Shawshank Redemption, The"
378,274,3,Sabrina
41,98,4,"Silence of the Lambs, The"
54,147,5,"Long Kiss Goodnight, The"
213,514,5,Annie Hall
254,843,2,"Shaggy Dog, The"
334,245,2,"Devil's Own, The"
224,518,1,Miller's Crossing
31,493,5,"Thin Man, The"
10,519,5,"Treasure of the Sierra Madre, The"
125,25,1,"Birdcage, The"
92,88,3,Sleepless in Seattle
194,26,3,"Brothers McMullen, The"
13,265,4,"Hunt for Red October, The"
279,578,4,Demolition Man
301,216,4,When Harry Met Sally...
2,303,4,Ulee's Gold
326,451,2,Grease
188,205,3,Patton
338,511,4,Lawrence of Arabia
328,482,3,Some Like It Hot
269,506,5,Rebel Without a Cause
125,407,2,Spy Hard
85,275,3,Sense and Sensibility
92,181,4,Return of the Jedi
15,286,2,"English Patient, The"
374,162,2,On Golden Pond
148,169,5,"Wrong Trousers, The"
54,257,4,Men in Black
276,1228,1,Under Siege 2: Dark Territory
268,679,4,Conan the Barbarian
385,1367,5,Faust
56,181,5,Return of the Jedi
271,15,3,Mr. Holland's Opus
308,184,4,Army of Darkness
64,7,4,Twelve Monkeys
330,38,4,"Net, The"
263,886,2,"Life Less Ordinary, A"
244,180,4,Apocalypse Now
1,97,3,Dances with Wolves
156,211,4,M*A*S*H
62,155,1,Dirty Dancing
271,170,5,Cinema Paradiso
250,480,5,North by Northwest
295,419,4,Mary Poppins
314,869,4,Fools Rush In
346,72,3,"Mask, The"
5,388,2,Beverly Hills Cop III
347,87,3,Searching for Bobby Fischer
166,343,4,Alien: Resurrection
194,366,2,Dangerous Minds
90,197,5,"Graduate, The"
193,174,4,Raiders of the Lost Ark
54,127,4,"Godfather, The"
201,265,3,"Hunt for Red October, The"
128,56,3,Pulp Fiction
342,974,2,Eye for an Eye
12,276,4,Leaving Las Vegas
276,121,4,Independence Day
49,151,5,Willy Wonka and the Chocolate Factory
377,354,4,"Wedding Singer, The"
59,735,5,Philadelphia
219,303,4,Ulee's Gold
276,238,5,Raising Arizona
59,125,3,Phenomenon
385,209,4,This Is Spinal Tap
373,290,5,Fierce Creatures
313,73,5,Maverick
308,205,3,Patton
182,864,4,My Fellow Americans
1,44,5,Dolores Claiborne
236,420,4,Alice in Wonderland
321,474,4,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
380,530,5,"Man Who Would Be King, The"
288,887,5,Eve's Bayou
232,56,5,Pulp Fiction
90,203,5,Unforgiven
8,172,5,"Empire Strikes Back, The"
308,1006,4,Until the End of the World
303,210,4,Indiana Jones and the Last Crusade
139,458,4,Nixon
145,1090,2,Sliver
90,962,2,Ruby in Paradise
43,321,3,Mother
66,471,5,Courage Under Fire
277,286,5,"English Patient, The"
293,82,4,Jurassic Park
201,462,1,Like Water For Chocolate
267,449,3,Star Trek: The Motion Picture
267,175,5,Brazil
279,101,3,Heavy Metal
363,336,4,Playing God
340,418,5,Cinderella
59,448,4,"Omen, The"
64,216,4,When Harry Met Sally...
355,882,4,Washington Square
208,430,4,Duck Soup
56,96,5,Terminator 2: Judgment Day
84,237,4,Jerry Maguire
373,230,4,Star Trek IV: The Voyage Home
74,100,4,Fargo
291,1244,4,Metro
128,294,4,Liar Liar
186,554,1,Waterworld
330,213,5,"Room with a View, A"
293,208,3,Young Frankenstein
92,32,3,Crumb
18,57,4,Priest
119,451,5,Grease
99,237,5,Jerry Maguire
168,258,4,Contact
43,50,4,Star Wars
119,274,4,Sabrina
151,837,4,Meet John Doe
59,136,3,Mr. Smith Goes to Washington
230,153,5,"Fish Called Wanda, A"
23,504,4,Bonnie and Clyde
131,14,5,"Postino, Il"
95,117,4,"Rock, The"
85,8,4,Babe
379,637,2,"Howling, The"
25,135,3,2001: A Space Odyssey
1,53,3,Natural Born Killers
314,1221,3,When a Man Loves a Woman
181,740,2,Jane Eyre
253,527,5,Gandhi
172,478,3,"Philadelphia Story, The"
249,100,5,Fargo
344,87,4,Searching for Bobby Fischer
308,183,4,Alien
330,1016,3,Con Air
130,353,1,Deep Rising
232,313,3,Titanic
378,196,4,Dead Poets Society
49,52,2,"Madness of King George, The"
313,448,3,"Omen, The"
42,265,3,"Hunt for Red October, The"
313,100,5,Fargo
94,806,4,Menace II Society
7,567,1,Wes Craven's New Nightmare
97,168,4,Monty Python and the Holy Grail
235,292,3,Rosewood
58,240,4,Beavis and Butt-head Do America
325,325,1,Crash
84,64,5,"Shawshank Redemption, The"
60,186,4,"Blues Brothers, The"
292,475,5,Trainspotting
94,258,5,Contact
316,19,5,Antonia's Line
94,483,5,Casablanca
43,1,5,Toy Story
218,654,4,Chinatown
102,746,2,Real Genius
367,760,4,Screamers
224,387,4,"Age of Innocence, The"
7,637,4,"Howling, The"
357,294,4,Liar Liar
296,277,5,Restoration
292,511,5,Lawrence of Arabia
79,370,2,Mary Reilly
184,693,3,Casino
382,127,3,"Godfather, The"
70,228,5,Star Trek: The Wrath of Khan
38,218,3,Cape Fear
197,321,3,Mother
7,624,4,"Three Caballeros, The"
373,151,4,Willy Wonka and the Chocolate Factory
378,215,4,Field of Dreams
307,450,2,Star Trek V: The Final Frontier
350,530,4,"Man Who Would Be King, The"
271,52,4,"Madness of King George, The"
13,854,1,Bad Taste
188,419,5,Mary Poppins
178,22,5,Braveheart
104,25,3,"Birdcage, The"
320,278,3,Bed of Roses
345,451,5,Grease
64,582,4,"Piano, The"
167,1309,1,"Very Natural Thing, A"
232,181,4,Return of the Jedi
89,737,1,Sirens
328,234,4,Jaws
295,737,5,Sirens
233,654,4,Chinatown
235,346,4,Jackie Brown
214,221,5,Breaking the Waves
374,111,2,"Truth About Cats & Dogs, The"
279,1133,2,Escape to Witch Mountain
378,542,4,Pocahontas
249,198,5,Nikita
21,820,3,Space Jam
125,1183,2,"Cowboy Way, The"
6,125,3,Phenomenon
137,183,5,Alien
194,185,4,Psycho
332,1218,5,Friday
347,85,5,"Ref, The"
1,163,4,"Return of the Pink Panther, The"
286,50,4,Star Wars
181,149,1,Jude
21,844,4,Freeway
299,318,4,Schindler's List
18,195,3,"Terminator, The"
232,194,4,"Sting, The"
279,556,3,Wild Bill
57,975,3,Fear
125,940,2,Airheads
194,527,4,Gandhi
163,64,4,"Shawshank Redemption, The"
257,237,2,Jerry Maguire
22,121,3,Independence Day
64,229,4,Star Trek III: The Search for Spock
173,260,4,Event Horizon
265,15,3,Mr. Holland's Opus
210,176,4,Aliens
291,174,5,Raiders of the Lost Ark
281,538,4,Anastasia
79,301,3,In & Out
244,191,5,Amadeus
248,210,3,Indiana Jones and the Last Crusade
342,175,5,Brazil
236,111,4,"Truth About Cats & Dogs, The"
297,1296,4,Indian Summer
159,678,5,Volcano
255,565,1,Village of the Damned
286,309,5,Deceiver
318,88,4,Sleepless in Seattle
77,174,5,Raiders of the Lost Ark
109,252,5,"Lost World: Jurassic Park, The"
244,1045,5,Fearless
264,4,4,Get Shorty
128,190,4,Henry V
158,163,4,"Return of the Pink Panther, The"
83,609,4,Father of the Bride
23,380,5,Star Trek: Generations
214,313,4,Titanic
110,783,3,Milk Money
308,219,3,"Nightmare on Elm Street, A"
159,286,1,"English Patient, The"
113,327,5,Cop Land
178,83,4,Much Ado About Nothing
254,214,1,Pink Floyd - The Wall
30,1007,5,Waiting for Guffman
109,322,2,Murder at 1600
73,923,3,Raise the Red Lantern
291,567,5,Wes Craven's New Nightmare
60,480,4,North by Northwest
296,238,4,Raising Arizona
356,689,5,"Jackal, The"
362,258,4,Contact
16,69,5,Forrest Gump
318,501,4,Dumbo
227,286,3,"English Patient, The"
271,54,3,Outbreak
184,553,3,"Walk in the Clouds, A"
256,1207,3,Jade
210,73,5,Maverick
321,215,3,Field of Dreams
221,623,3,Angels in the Outfield
311,136,5,Mr. Smith Goes to Washington
130,254,2,Batman & Robin
293,1147,4,My Family
115,466,5,Red Rock West
207,187,5,"Godfather: Part II, The"
346,932,2,First Kid
168,123,3,"Frighteners, The"
327,238,4,Raising Arizona
31,321,4,Mother
182,763,3,Happy Gilmore
224,724,3,Circle of Friends
352,216,4,When Harry Met Sally...
105,272,4,Good Will Hunting
90,177,5,"Good, The Bad and The Ugly, The"
311,161,4,Top Gun
213,735,5,Philadelphia
60,660,4,Fried Green Tomatoes
8,511,5,Lawrence of Arabia
126,289,3,Evita
247,50,5,Star Wars
217,174,3,Raiders of the Lost Ark
34,299,5,Hoodlum
109,223,4,Sling Blade
59,659,3,Arsenic and Old Lace
177,403,5,Batman
311,418,4,Cinderella
181,256,1,When the Cats Away
99,369,4,Black Sheep
3,300,2,Air Force One
137,235,5,Mars Attacks!
20,1,3,Toy Story
287,111,3,"Truth About Cats & Dogs, The"
224,751,3,Tomorrow Never Dies
298,651,5,Glory
287,240,2,Beavis and Butt-head Do America
56,73,4,Maverick
345,866,3,Michael
110,232,3,Young Guns
83,720,4,First Knight
387,1166,3,Love & Human Remains
43,47,1,Ed Wood
363,183,4,Alien
6,484,5,"Maltese Falcon, The"
347,288,5,Scream
224,148,3,"Ghost and the Darkness, The"
299,959,2,Dazed and Confused
280,499,4,Cat on a Hot Tin Roof
256,728,4,Junior
378,191,5,Amadeus
262,22,4,Braveheart
90,707,5,Enchanted April
363,802,2,Hard Target
337,1133,4,Escape to Witch Mountain
7,82,3,Jurassic Park
28,228,5,Star Trek: The Wrath of Khan
151,1197,5,"Family Thing, A"
64,38,3,"Net, The"
25,151,4,Willy Wonka and the Chocolate Factory
262,98,4,"Silence of the Lambs, The"
181,125,3,Phenomenon
97,97,5,Dances with Wolves
385,606,4,All About Eve
62,235,4,Mars Attacks!
271,192,5,Raging Bull
20,69,1,Forrest Gump
81,274,3,Sabrina
271,328,2,Conspiracy Theory
261,1025,5,Fire Down Below
363,134,2,Citizen Kane
70,211,3,M*A*S*H
201,406,1,Thinner
92,189,4,"Grand Day Out, A"
92,191,4,Amadeus
77,210,3,Indiana Jones and the Last Crusade
95,204,5,Back to the Future
372,635,5,"Fog, The"
239,497,4,Bringing Up Baby
89,716,3,Home for the Holidays
13,514,5,Annie Hall
374,125,5,Phenomenon
332,97,5,Dances with Wolves
339,478,5,"Philadelphia Story, The"
249,121,3,Independence Day
152,162,5,On Golden Pond
222,7,5,Twelve Monkeys
360,14,5,"Postino, Il"
374,1028,1,Grumpier Old Men
85,1153,4,Backbeat
145,928,3,"Craft, The"
106,86,3,"Remains of the Day, The"
298,993,4,Hercules
151,489,5,Notorious
102,358,3,Spawn
68,50,5,Star Wars
374,292,4,Rosewood
56,746,4,Real Genius
151,231,1,Batman Returns
9,6,5,Shanghai Triad
113,976,5,Solo
295,215,5,Field of Dreams
347,300,5,Air Force One
13,752,1,"Replacement Killers, The"
303,582,4,"Piano, The"
194,58,4,Quiz Show
168,25,5,"Birdcage, The"
311,188,4,Full Metal Jacket
330,275,5,Sense and Sensibility
360,134,5,Citizen Kane
11,744,4,Michael Collins
158,825,4,"Arrival, The"
215,210,4,Indiana Jones and the Last Crusade
311,402,4,Ghost
142,89,3,Blade Runner
330,255,4,My Best Friend's Wedding
280,420,3,Alice in Wonderland
387,56,5,Pulp Fiction
260,326,5,G.I. Jane
90,611,5,Laura
263,318,5,Schindler's List
96,478,2,"Philadelphia Story, The"
303,476,3,"First Wives Club, The"
58,193,3,"Right Stuff, The"
1,210,4,Indiana Jones and the Last Crusade
181,368,1,Bio-Dome
59,692,3,"American President, The"
58,1069,2,Amateur
178,1283,3,Out to Sea
327,127,4,"Godfather, The"
253,282,4,"Time to Kill, A"
201,673,3,Cape Fear
201,1427,2,Drunks
145,924,2,White Squall
232,96,5,Terminator 2: Judgment Day
77,69,3,Forrest Gump
246,469,3,Short Cuts
342,191,5,Amadeus
18,185,3,Psycho
174,29,2,Batman Forever
343,951,1,"Indian in the Cupboard, The"
318,12,4,"Usual Suspects, The"
181,1385,1,Roseanna's Grave
259,180,5,Apocalypse Now
328,483,5,Casablanca
219,546,4,Broken Arrow
54,273,4,Heat
13,857,3,Paris Was a Woman
296,485,5,My Fair Lady
178,89,4,Blade Runner
364,690,4,Seven Years in Tibet
112,678,3,Volcano
292,484,5,"Maltese Falcon, The"
10,156,4,Reservoir Dogs
265,742,5,Ransom
354,508,3,"People vs. Larry Flynt, The"
308,822,4,Faces
373,241,5,"Last of the Mohicans, The"
276,941,3,With Honors
328,148,3,"Ghost and the Darkness, The"
6,458,1,Nixon
178,286,3,"English Patient, The"
82,310,4,"Rainmaker, The"
303,183,5,Alien
339,231,2,Batman Returns
359,751,4,Tomorrow Never Dies
200,174,5,Raiders of the Lost Ark
336,208,2,Young Frankenstein
378,151,3,Willy Wonka and the Chocolate Factory
213,684,4,In the Line of Fire
381,647,4,Ran
354,268,4,Chasing Amy
36,882,5,Washington Square
270,218,5,Cape Fear
62,118,2,Twister
198,184,3,Army of Darkness
363,237,2,Jerry Maguire
94,222,3,Star Trek: First Contact
151,736,4,Shadowlands
6,199,4,"Bridge on the River Kwai, The"
378,793,3,Crooklyn
332,235,3,Mars Attacks!
294,826,1,"Phantom, The"
363,270,2,Gattaca
150,50,5,Star Wars
295,498,5,"African Queen, The"
366,448,5,"Omen, The"
36,682,1,I Know What You Did Last Summer
311,515,4,"Boot, Das"
348,975,4,Fear
118,436,5,"American Werewolf in London, An"
92,190,4,Henry V
280,449,3,Star Trek: The Motion Picture
291,72,4,"Mask, The"
13,615,4,"39 Steps, The"
310,257,5,Men in Black
5,227,4,Star Trek VI: The Undiscovered Country
358,643,3,The Innocent
303,67,5,Ace Ventura: Pet Detective
345,221,5,Breaking the Waves
276,366,3,Dangerous Minds
385,221,5,Breaking the Waves
174,66,5,While You Were Sleeping
201,193,3,"Right Stuff, The"
56,51,3,Legends of the Fall
72,265,4,"Hunt for Red October, The"
342,56,5,Pulp Fiction
276,840,3,Last Man Standing
361,498,4,"African Queen, The"
249,172,3,"Empire Strikes Back, The"
293,158,2,Weekend at Bernie's
85,300,3,Air Force One
21,121,1,Independence Day
330,485,5,My Fair Lady
328,231,2,Batman Returns
92,129,4,Bound
369,948,2,Booty Call
299,1039,4,Hamlet
56,391,3,Last Action Hero
322,318,4,Schindler's List
373,420,4,Alice in Wonderland
316,289,2,Evita
177,47,3,Ed Wood
276,751,4,Tomorrow Never Dies
48,266,3,Kull the Conqueror
385,524,5,"Great Dictator, The"
109,472,2,Dragonheart
69,333,3,"Game, The"
224,223,3,Sling Blade
49,101,3,Heavy Metal
328,218,4,Cape Fear
56,383,2,"Flintstones, The"
264,153,5,"Fish Called Wanda, A"
10,703,5,Widows' Peak
296,846,2,To Gillian on Her 37th Birthday
215,238,2,Raising Arizona
92,31,4,Crimson Tide
270,13,4,Mighty Aphrodite
305,557,4,Farinelli: il castrato
59,169,4,"Wrong Trousers, The"
365,287,4,Marvin's Room
387,218,3,Cape Fear
75,137,4,Big Night
178,367,4,Clueless
92,11,4,Seven
208,381,3,Muriel's Wedding
23,229,3,Star Trek III: The Search for Spock
58,275,5,Sense and Sensibility
15,148,3,"Ghost and the Darkness, The"
18,186,4,"Blues Brothers, The"
1,184,4,Army of Darkness
87,96,5,Terminator 2: Judgment Day
119,742,5,Ransom
13,720,4,First Knight
94,1044,4,"Paper, The"
295,226,4,Die Hard 2
169,260,1,Event Horizon
387,180,4,Apocalypse Now
339,673,5,Cape Fear
326,566,4,Clear and Present Danger
357,7,3,Twelve Monkeys
115,511,5,Lawrence of Arabia
151,503,3,"Candidate, The"
323,332,3,Kiss the Girls
110,779,3,Drop Zone
291,28,4,Apollo 13
360,195,3,"Terminator, The"
178,99,4,Snow White and the Seven Dwarfs
158,176,4,Aliens
201,596,4,"Hunchback of Notre Dame, The"
22,176,5,Aliens
195,831,2,Escape from L.A.
6,183,4,Alien
286,738,5,Threesome
184,231,3,Batman Returns
199,988,1,"Beautician and the Beast, The"
263,294,2,Liar Liar
293,425,4,Bob Roberts
13,887,5,Eve's Bayou
43,596,3,"Hunchback of Notre Dame, The"
1,157,4,Platoon
181,10,2,Richard III
366,672,5,Candyman
13,683,1,Rocket Man
230,607,3,Rebecca
